"V1" "V2"
"1" 5e-04 0
"2" 0.0015 0
"3" 0.0025 -2.06666666666667
"4" 0.0035 1.73333333333333
"5" 0.0045 -3.06666666666667
"6" 0.0055 -0.266666666666667
"7" 0.0065 5.46666666666667
"8" 0.0075 11.4666666666667
"9" 0.0085 7.13333333333333
"10" 0.0095 10.4666666666667
"11" 0.0105 6.73333333333333
"12" 0.0115 2
"13" 0.0125 5
"14" 0.0135 1
"15" 0.0145 0
"16" 0.0155 0
"17" 0.0165 0
"18" 0.0175 0
"19" 0.0185 0
"20" 0.0195 0
