"V1" "V2"
"1" 5e-04 0
"2" 0.0015 5.29090909090909
"3" 0.0025 8.81818181818182
"4" 0.0035 3.52727272727273
"5" 0.0045 3.52727272727273
"6" 0.0055 1.76363636363636
"7" 0.0065 1.76363636363636
"8" 0.0075 7.05454545454545
"9" 0.0085 3.52727272727273
"10" 0.0095 3.52727272727273
"11" 0.0105 0
"12" 0.0115 0
"13" 0.0125 0
"14" 0.0135 0
"15" 0.0145 0
"16" 0.0155 0
"17" 0.0165 0
"18" 0.0175 0
"19" 0.0185 0
"20" 0.0195 0
