"V1" "V2"
"1" 5e-04 0
"2" 0.0015 -2.82352941176471
"3" 0.0025 -5.64705882352941
"4" 0.0035 -5.64705882352941
"5" 0.0045 -8.47058823529412
"6" 0.0055 -2.82352941176471
"7" 0.0065 0
"8" 0.0075 -7.47058823529412
"9" 0.0085 0
"10" 0.0095 2.35294117647059
"11" 0.0105 20
"12" 0.0115 28.1764705882353
"13" 0.0125 29.1764705882353
"14" 0.0135 6.17647058823529
"15" 0.0145 9
"16" 0.0155 7
"17" 0.0165 2
"18" 0.0175 1
"19" 0.0185 0
"20" 0.0195 0
