"V1" "V2"
"1" 5e-04 0.419354838709677
"2" 0.0015 0.419354838709677
"3" 0.0025 -0.290322580645161
"4" 0.0035 -0.580645161290323
"5" 0.0045 3.7741935483871
"6" 0.0055 7.06451612903226
"7" 0.0065 10.1290322580645
"8" 0.0075 7.70967741935484
"9" 0.0085 1.35483870967742
"10" 0.0095 0
"11" 0.0105 0
"12" 0.0115 0
"13" 0.0125 0
"14" 0.0135 0
"15" 0.0145 0
"16" 0.0155 0
"17" 0.0165 0
"18" 0.0175 0
"19" 0.0185 0
"20" 0.0195 0
