"V1" "V2"
"1" 5e-04 -1.39354838709677
"2" 0.0015 -1.39354838709677
"3" 0.0025 -0.696774193548387
"4" 0.0035 -0.393548387096774
"5" 0.0045 -0.741935483870968
"6" 0.0055 3.95483870967742
"7" 0.0065 10.9096774193548
"8" 0.0075 3.30322580645161
"9" 0.0085 1.65161290322581
"10" 0.0095 0
"11" 0.0105 1
"12" 0.0115 0
"13" 0.0125 0
"14" 0.0135 0
"15" 0.0145 0
"16" 0.0155 0
"17" 0.0165 0
"18" 0.0175 0
"19" 0.0185 0
"20" 0.0195 0
