"V1" "V2"
"1" 5e-04 2.58064516129032
"2" 0.0015 2.58064516129032
"3" 0.0025 1.29032258064516
"4" 0.0035 2.58064516129032
"5" 0.0045 3.2258064516129
"6" 0.0055 1.93548387096774
"7" 0.0065 3.87096774193548
"8" 0.0075 1.29032258064516
"9" 0.0085 0.645161290322581
"10" 0.0095 0
"11" 0.0105 0
"12" 0.0115 0
"13" 0.0125 0
"14" 0.0135 0
"15" 0.0145 0
"16" 0.0155 0
"17" 0.0165 0
"18" 0.0175 0
"19" 0.0185 0
"20" 0.0195 0
